Imdb Title Id,Title,Year of Release,Date Published,Genre,Duration(min),Country,Language,Director,Production Company,Average Vote,Votes,User Reviews,Critic Reviews
tt0013332,Lorna Doone,1922,9/17/1923,"Drama, Romance",70,USA,French,Maurice Tourneur,Thomas H. Ince Corporation,6.7,268,15,8
tt0013367,The Man from Beyond,1922,4/2/1922,Mystery,74,USA,English,Burton L. King,Houdini Picture Corporation,5.4,226,12,9
tt0013372,Manslaughter,1922,9/24/1922,Drama,100,USA,Latin,Cecil B. DeMille,Paramount Pictures,6.2,415,11,4
tt0013386,Donne viennesi,1923,9/3/1923,Drama,110,USA,English,"Rupert Julian, Erich von Stroheim",Universal Pictures,6.6,293,6,2
tt0013402,Monte Cristo,1922,9/3/1922,"Drama, Romance",100,USA,Latin,Emmett J. Flynn,Fox Film Corporation,6.7,333,6,8
tt0013404,Moran of the Lady Letty,1922,2/5/1922,Adventure,68,USA,Latin,George Melford,Famous Players-Lasky Corporation,6.4,310,14,5
tt0013428,Nathan il saggio,1922,9/21/1923,"Drama, History",86,Germany,German,Manfred Noa,Bavaria Film,6.9,115,3,3
tt0013442,Nosferatu - Il vampiro,1922,3/4/1922,"Fantasy, Horror",94,Germany,German,F.W. Murnau,Jofa-Atelier Berlin-Johannisthal,7.9,"86,620.00",419,202
tt0013450,Oliver Twist,1922,10/30/1922,Drama,98,USA,English,Frank Lloyd,Jackie Coogan Productions,6.7,706,19,2
tt0013469,Othello,1922,9/17/1922,"Drama, Romance",79,Germany,German,Dimitri Buchowetzki,Wörner-Filmgesellschaft,6.4,233,10,5
tt0013496,Fantasma,1922,11/13/1922,"Drama, Romance",125,Germany,German,F.W. Murnau,Uco-Film GmbH,6.9,"1,528.00",19,24
tt0013515,The Prisoner of Zenda,1922,9/11/1922,"Adventure, Romance",125,USA,Latin,Rex Ingram,Metro Pictures Corporation,6.7,452,16,5
tt0013556,Robin Hood,1922,10/18/1922,"Adventure, Family, Romance",143,USA,English,Allan Dwan,Douglas Fairbanks Pictures,7.2,"1,971.00",25,19
tt0013571,Salomé,1922,2/15/1923,"Biography, Drama, History",72,USA,Latin,"Charles Bryant, Alla Nazimova",Nazimova Productions,6.6,807,26,7
tt0013574,Saturday Night,1922,1/29/1922,"Comedy, Romance",90,USA,Latin,Cecil B. DeMille,Famous Players-Lasky Corporation,6.6,101,4,3
tt0013579,Ombre ammonitrici,1923,11/29/2016,"Drama, Fantasy, Horror",90,Germany,German,Arthur Robison,Pan-Film,6.8,842,15,16
tt0013590,The Seventh Day,1922,2/6/1922,"Drama, Romance",60,USA,Latin,Henry King,Inspiration Pictures,5.9,101,3,13
tt0013592,Shadows,1922,11/10/1922,Drama,70,USA,English,Tom Forman,B.P. Schulberg Productions,6.3,365,16,7
tt0013597,Sherlock Holmes,1922,3/7/1922,"Drama, Mystery",85,USA,English,Albert Parker,Goldwyn Pictures Corporation,5.8,551,18,15
tt0013607,Sky High,1922,1/22/1922,"Action, Drama, Romance",58,USA,English,Lynn Reynolds,Fox Film Corporation,5.8,158,6,1
tt0013619,Sodom und Gomorrha,1922,10/13/1922,Drama,150,"Germany, Austria",Latin,Michael Curtiz,Sascha-Film,6,169,6,2
tt0013662,Tess of the Storm Country,1922,11/12/1922,"Drama, Romance",137,USA,English,John S. Robertson,Mary Pickford Company,6.9,418,13,4
tt0013674,The Three Must-Get-Theres,1922,8/27/1922,"Action, Adventure, Comedy",58,USA,English,Max Linder,Max Linder Productions,7,500,2,12
tt0013688,The Toll of the Sea,1922,1/22/1923,"Drama, Family, Fantasy",54,USA,Latin,Chester M. Franklin,Technicolor,6.6,,25,12
tt0013704,The Trap,1922,5/9/1922,Drama,60,USA,English,Robert Thornby,Universal Film Manufacturing Company,6,118,10,3
tt0013705,Trapped by the Mormons,1922,3/1/1922,"Drama, Crime",97,UK,English,Harry B. Parkinson,Master Films,5.8,136,6,3
tt0013741,Das Weib des Pharao,1922,8/11/1922,"Drama, History",100,Germany,German,Ernst Lubitsch,Ernst Lubitsch-Film,6.6,443,9,14
tt0013750,When Knighthood Was in Flower,1922,9/15/1922,"Romance, Drama",120,USA,English,Robert G. Vignola,Cosmopolitan Productions,6.3,968,6,4
tt0013802,The Young Rajah,1922,11/12/1922,"Romance, Drama",54,USA,Latin,Phil Rosen,Paramount Pictures,6.3,366,12,4
tt0013830,Das alte Gesetz,1923,10/29/1923,Drama,128,Germany,German,Ewald André Dupont,Comedia-Film GmbH,6.8,119,3,6
tt0013909,Ladro d'amore,1923,10/21/1923,Drama,70,USA,English,John Ford,Fox Film Corporation,5.2,319,3,13
tt0013933,Cuore fedele,1923,11/23/1923,"Drama, Romance",87,France,French,Jean Epstein,Pathé Consortium Cinéma,7.5,"1,103.00",6,17
tt0013951,I pionieri,1923,9/8/1924,"Adventure, Romance, Western",98,USA,English,James Cruze,Paramount Pictures,6.6,505,6,14
tt0014029,The Extra Girl,1923,10/28/1923,"Comedy, Romance",68,USA,English,F. Richard Jones,Mack Sennett Comedies,6.6,"1,068.00",15,4
tt0014108,Il vecchio castello,1923,1/1/1923,Drama,101,Sweden,Latin,Mauritz Stiller,Svenska Biografteatern AB,6.9,144,5,5
tt0014109,La leggenda di Gosta Berlings,1924,3/10/1924,"Drama, Romance",183,Sweden,Latin,Mauritz Stiller,Svensk Filmindustri (SF),7.1,"1,085.00",17,16
tt0014112,Haldane of the Secret Service,1923,9/30/1923,"Adventure, Crime, Drama",84,USA,English,Harry Houdini,Houdini Picture Corporation,5.5,114,6,2
tt0014142,Il gobbo di Notre Dame,1923,9/6/1923,"Drama, Horror, Romance",133,USA,Latin,Wallace Worsley,Universal Pictures,7.2,"4,711.00",63,53
tt0014205,Little Old New York,1923,11/4/1923,"Comedy, Romance",110,USA,English,Sidney Olcott,Cosmopolitan Productions,6.2,893,7,6
tt0014341,Accidenti che ospitalità!,1923,11/27/1925,"Comedy, Romance, Thriller",65,USA,English,"John G. Blystone, Buster Keaton",Joseph M. Schenck Productions,7.8,"9,902.00",54,47
tt0014358,Il pellegrino,1923,5/6/1927,Comedy,47,USA,Spanish,Charles Chaplin,Charles Chaplin Productions,7.4,"4,261.00",26,15
tt0014397,Raskolnikow,1923,10/31/1924,Drama,135,Germany,Latin,Robert Wiene,Leonardo-Film,6.8,253,5,3
tt0014416,Rosita,1923,9/3/1923,"Romance, Comedy",99,USA,English,"Ernst Lubitsch, Raoul Walsh",Mary Pickford Company,6.5,269,4,3
tt0014417,La rosa sulle rotaie,1923,2/17/1923,Drama,418,France,French,Abel Gance,Films Abel Gance,7.5,"1,889.00",19,30
tt0014429,Preferisco l'ascensore,1923,12/8/1924,"Action, Comedy, Thriller",74,USA,English,"Fred C. Newmeyer, Sam Taylor",Hal Roach Studios,8.1,"17,795.00",91,93
tt0014440,Scaramouche,1923,2/1/1924,"Drama, Romance",124,USA,French,Rex Ingram,Metro Pictures Corporation,7,533,16,4
tt0014446,Il tesoro,1923,4/7/1905,"Drama, Romance",80,Germany,German,Georg Wilhelm Pabst,Carl Froelich-Film GmbH (I),6.7,248,3,5
tt0014463,The Shock,1923,6/10/1923,Drama,96,USA,English,Lambert Hillyer,Universal Pictures,6.5,375,18,6
tt0014497,Souls for Sale,1923,4/22/1923,"Comedy, Drama, Romance",90,USA,English,Rupert Hughes,Goldwyn Pictures Corporation,7,826,26,5
tt0014516,Die Straße,1923,11/29/1923,Drama,74,Germany,German,Karl Grune,Stern-Film,7,347,4,2
tt0014524,La notte di San Silvestro,1924,1/3/1924,Drama,66,Germany,German,Lupu Pick,Rex-Film GmbH,6.2,134,2,1
tt0014532,I dieci comandamenti,1923,11/23/1923,"Biography, Drama, Fantasy",136,USA,English,Cecil B. DeMille,Paramount Pictures,6.8,"1,915.00",34,11
tt0014538,"Senti, amore mio",1923,8/16/1928,Comedy,63,USA,Spanish,"Edward F. Cline, Buster Keaton",Buster Keaton Productions,7.1,"3,949.00",24,36
tt0014586,Das Wachsfigurenkabinett,1924,4/8/1905,"Fantasy, Horror",107,Germany,German,"Leo Birinsky, Paul Leni",Neptune-Film A.G.,6.6,"1,702.00",25,27
tt0014604,The White Rose,1923,5/21/1923,"Drama, Romance",100,USA,English,D.W. Griffith,D.W. Griffith Productions,6.4,157,10,2
tt0014605,La suora bianca,1923,9/5/1923,"Drama, Romance",143,USA,English,Henry King,Inspiration Pictures,6.8,390,17,3
tt0014606,White Tiger,1923,12/17/1923,"Crime, Drama, Mystery",86,USA,English,Tod Browning,Universal Pictures,6.2,117,9,6
tt0014611,Perché preoccuparsi?,1923,9/9/1923,"Adventure, Comedy, Family",63,USA,English,"Fred C. Newmeyer, Sam Taylor",Hal Roach Studios,7.4,"1,532.00",26,12
tt0014624,La donna di Parigi,1923,6/6/1927,"Drama, Romance",82,USA,English,Charles Chaplin,Charles Chaplin Productions,7,"4,735.00",37,24
tt0014636,Zaza,1923,10/21/1923,"Romance, Drama",84,USA,English,Allan Dwan,Paramount Pictures,6.2,786,4,10
tt0014646,Aelita,1924,9/25/1924,"Adventure, Comedy, Drama",111,Soviet Union,Russian,Yakov Protazanov,Mezhrabpom-Rus,6.6,"2,303.00",36,31
tt0014672,America,1924,2/21/1924,"Drama, History, War",141,USA,Spanish,D.W. Griffith,D.W. Griffith Productions,6.4,344,10,2
tt0014702,Beau Brummel,1924,3/30/1924,"Drama, History, Romance",135,USA,Latin,Harry Beaumont,Warner Bros.,6.7,407,3,7
tt0014721,Black Oxen,1923,1/1/1924,"Drama, Romance, Sci-Fi",80,USA,English,Frank Lloyd,Frank Lloyd Productions,5.9,131,8,3
tt0014760,Captain January,1924,7/6/1924,Drama,64,USA,English,Edward F. Cline,Sol Lesser Productions,6.9,208,9,3
tt0014770,The Chechahcos,1923,5/15/1924,"Adventure, Drama",87,USA,Latin,Lewis H. Moomaw,Alaska Moving Picture Corp.,6.5,212,4,1
tt0014826,Dante's Inferno,1924,9/7/1924,"Drama, Horror, Romance",60,USA,English,Henry Otto,Fox Film Corporation,5.7,105,4,5
tt0014854,Dorothy Vernon of Haddon Hall,1924,5/25/1924,"Drama, History, Romance",135,USA,English,"Marshall Neilan, Mary Pickford",Marshall Neilan Productions,6.9,125,4,2
tt0014869,The Enchanted Cottage,1924,3/24/1924,Drama,70,USA,English,John S. Robertson,Inspiration Pictures,6.5,611,6,2
tt0014874,The Family Secret,1924,9/28/1924,Drama,70,USA,English,William A. Seiter,Universal Pictures,6.3,119,6,1
tt0014898,La fille de l'eau,1925,3/20/1925,"Drama, Romance",71,France,French,Jean Renoir,Les Films Jean Renoir,6.8,530,11,9
tt0014900,Finanze del granduca,1924,4/13/1924,Comedy,80,Germany,German,F.W. Murnau,Universum Film (UFA),6.4,741,7,18
tt0014925,La zarina,1924,11/30/1924,Comedy,69,USA,Latin,Ernst Lubitsch,Famous Players-Lasky Corporation,6.1,125,2,3
tt0014945,Tutte e nessuna,1924,4/20/1924,"Comedy, Romance",87,USA,English,"Fred C. Newmeyer, Sam Taylor",The Harold Lloyd Corporation,7.7,"3,024.00",63,13
tt0014972,Quello che prende gli schiaffi,1924,2/4/1926,"Drama, Romance, Thriller",95,USA,English,Victor Sjöström,Metro-Goldwyn-Mayer (MGM),7.8,"3,044.00",48,22
tt0014982,Her Night of Romance,1924,10/1/1924,"Comedy, Romance",70,USA,Spanish,Sidney Franklin,Constance Talmadge Film Company,6.8,253,6,4
tt0015002,Il re degli scapoli,1924,10/26/1924,Comedy,53,USA,English,"Fred C. Newmeyer, Sam Taylor",The Harold Lloyd Corporation,7.2,"1,210.00",19,9
tt0015014,Futurismo,1924,12/12/1924,"Adventure, Drama, Mystery",135,France,French,Marcel L'Herbier,Cinégraphic,7.2,712,6,21
tt0015016,Il cavallo d'acciaio,1924,1/1/1926,"History, Romance, Western",150,USA,English,John Ford,Fox Film Corporation,7.2,"1,898.00",30,39
tt0015018,Isn't Life Wonderful,1924,12/5/1924,"Drama, Romance",115,USA,English,D.W. Griffith,D.W. Griffith Productions,6.9,,9,3
tt0015022,Janice Meredith,1924,12/8/1924,"Drama, History, Romance",153,USA,English,E. Mason Hopper,Cosmopolitan Productions,5.7,665,5,1
tt0015036,Kean,1924,2/15/1924,Drama,136,France,Spanish,Alexandre Volkoff,Films Albatros,6.7,145,4,6
tt0015064,L'ultima risata,1924,4/9/1905,Drama,77,Germany,Latin,F.W. Murnau,Universum Film (UFA),8.1,"12,157.00",61,82
tt0015116,Manhandled,1924,7/22/1924,"Drama, Comedy",75,USA,English,Allan Dwan,Paramount Pictures,6.5,973,5,5
tt0015119,Matrimonio in quattro,1924,2/6/1927,Comedy,85,USA,Latin,Ernst Lubitsch,Warner Bros.,7.2,"1,061.00",11,10
tt0015136,Michael,1924,11/17/1924,"Drama, Romance",93,Germany,Latin,Carl Theodor Dreyer,Universum Film (UFA),7.1,"1,540.00",22,27
tt0015145,Monsieur Beaucaire,1924,8/11/1924,"Drama, Romance",106,USA,English,Sidney Olcott,Paramount Pictures,5.7,447,8,2
tt0015163,Il navigatore,1924,8/7/1925,"Action, Comedy, Romance",59,USA,Latin,"Donald Crisp, Buster Keaton",Buster Keaton Productions,7.7,"8,853.00",55,39
tt0015167,Le straordinarie avventure di mr. West nel paese dei bolscevichi,1924,4/27/1924,Comedy,94,Soviet Union,Latin,Lev Kuleshov,Goskino,6.6,865,14,11
tt0015174,I Nibelunghi: La vendetta di Crimilde,1924,3/16/1925,"Adventure, Drama, Fantasy",129,Germany,Latin,Fritz Lang,Decla-Bioscop AG,7.9,"3,860.00",20,42
tt0015175,I Nibelunghi: Sigfrido,1924,12/15/1924,"Adventure, Drama, Fantasy",143,Germany,German,Fritz Lang,Decla-Bioscop AG,8.1,"5,082.00",29,51
tt0015200,Open All Night,1924,10/13/1924,Comedy,64,USA,English,Paul Bern,Paramount Pictures,4.7,104,5,1
tt0015202,Orlacs Hände,1924,1/31/1925,"Crime, Horror, Mystery",92,"Austria, Germany",Latin,Robert Wiene,Berolina Film GmbH,7.1,"2,263.00",25,24
tt0015213,Papirosnitsa ot Mosselproma,1924,12/2/1924,"Comedy, Romance",78,Soviet Union,Russian,Yuri Zhelyabuzhsky,Mezhrabpom-Rus,6.8,137,3,3
tt0015214,Paris qui dort,1924,12/26/1924,Sci-Fi,59,France,French,René Clair,Films Diamant,7.2,"1,541.00",13,14
tt0015224,Peter Pan,1924,12/29/1924,"Adventure, Fantasy, Family",105,USA,Latin,Herbert Brenon,Famous Players-Lasky Corporation,7.1,881,24,20
tt0015268,The Red Lily,1924,9/8/1924,Drama,81,USA,Latin,Fred Niblo,Metro-Goldwyn Pictures Corporation,7.1,415,22,4
tt0015289,Romola,1924,9/4/1925,"Drama, History",102,USA,Latin,Henry King,Inspiration Pictures,6.3,164,9,1
tt0015310,The Sea Hawk,1924,6/14/1924,"Adventure, Drama, Romance",123,USA,English,Frank Lloyd,Frank Lloyd Productions,7,466,10,7
tt0015312,Secrets,1924,3/24/1924,Drama,108,USA,English,Frank Borzage,Joseph M. Schenck Productions,5.5,220,3,13
tt0015324,La palla n° 13,1924,5/11/1924,"Action, Comedy, Romance",45,USA,English,Buster Keaton,Buster Keaton Productions,8.2,"39,634.00",321,71
tt0015361,Sciopero,1925,4/28/1925,Drama,82,Soviet Union,Spanish,Sergei M. Eisenstein,1-ya Goskino Fabrika,7.6,"6,877.00",39,33
tt0015400,Il ladro di Bagdad,1924,12/27/1926,"Adventure, Family, Fantasy",155,USA,Latin,Raoul Walsh,Douglas Fairbanks Pictures,7.7,"5,460.00",59,65
tt0015493,L'ombra bianca,1924,10/13/1924,Drama,82,UK,English,Graham Cutts,"Balcon, Freedman & Saville",6.3,200,9,5
tt0015498,Arance selvatiche,1924,1/20/1924,"Drama, Romance",88,USA,English,King Vidor,Goldwyn Pictures Corporation,6.8,430,16,6
tt0015500,Il vino della giovinezza,1924,9/15/1924,"Comedy, Drama",72,USA,English,King Vidor,Metro-Goldwyn Pictures Corporation,5.9,310,2,1
tt0015518,Yolanda,1924,9/15/1924,Romance,74,USA,English,Robert G. Vignola,Cosmopolitan Productions,5.8,121,1,1
tt0015532,Le avventure del principe Achmed,1926,4/11/1905,"Animation, Adventure, Family",80,Germany,German,"Lotte Reiniger, Carl Koch",Comenius-Film GmbH,7.8,"5,253.00",47,47
tt0015624,La grande parata,1925,4/9/1905,"Drama, Romance, War",151,USA,Latin,"King Vidor, George W. Hill",Metro-Goldwyn-Mayer (MGM),7.9,"6,096.00",56,54
tt0015634,Body and Soul,1925,11/9/1925,Drama,102,USA,English,Oscar Micheaux,Micheaux Film,6.2,767,14,12
tt0015643,Braveheart,1925,12/27/1925,Western,71,USA,English,Alan Hale,Cinema Corporation of America,7,177,2,13
tt0015648,La corazzata Potemkin,1925,4/7/1960,"Drama, History, Thriller",75,Soviet Union,Russian,Sergei M. Eisenstein,Goskino,8,"51,775.00",210,85
tt0015684,The Circle,1925,9/22/1925,Drama,71,USA,English,Frank Borzage,Metro-Goldwyn-Mayer (MGM),6.3,491,12,4
tt0015687,Clash of the Wolves,1925,11/28/1925,"Adventure, Romance, Western",74,USA,English,Noel M. Smith,Warner Bros.,6.6,243,6,4
tt0015693,Cobra,1925,11/30/1925,"Drama, Romance",70,USA,English,Joseph Henabery,Ritz-Carlton Pictures,6.4,681,12,5
tt0015758,Don Q Son of Zorro,1925,6/15/1925,"Adventure, Romance",111,USA,English,Donald Crisp,Elton Corporation,7,415,10,8
tt0015768,L'angelo del focolare,1925,10/5/1925,Drama,111,Denmark,Danish,Carl Theodor Dreyer,Palladium Film,7.1,"1,703.00",21,28
tt0015772,Aquila nera,1925,11/8/1925,"Action, Comedy, Drama",73,USA,English,Clarence Brown,Art Finance Corporation,6.6,"1,718.00",3,18
tt0015794,Il fantasma del Moulin Rouge,1925,3/13/1925,"Drama, Fantasy",90,France,Latin,René Clair,Films René Fernand,6.3,133,5,1
tt0015801,Il fu Mattia Pascal,1926,2/12/1926,Drama,170,France,French,Marcel L'Herbier,Cinégraphic,7.1,310,6,7
tt0015841,Viva lo sport,1925,9/20/1925,"Comedy, Family, Romance",77,USA,English,"Fred C. Newmeyer, Sam Taylor",The Harold Lloyd Corporation,7.5,"4,882.00",36,39
tt0015842,La via senza gioia,1925,3/22/1926,Drama,125,Germany,German,Georg Wilhelm Pabst,Sofar-Film,7.2,"1,348.00",19,18
tt0015847,Furusato no uta,1926,9/17/1926,Drama,45,Japan,Latin,Kenji Mizoguchi,Kansai Education Division,5.8,100,3,2
tt0015861,La fidanzata di Glomdal,1926,1/1/1926,"Drama, Romance",115,"Norway, Sweden",Latin,Carl Theodor Dreyer,Victoria Film,6.6,417,2,4
tt0015863,Io e la vacca,1925,2/7/1927,"Comedy, Western",69,USA,English,Buster Keaton,Buster Keaton Productions,7.2,"3,710.00",23,29
tt0015864,La febbre dell'oro,1925,10/23/1925,"Adventure, Comedy, Drama",95,USA,English,Charles Chaplin,Charles Chaplin Productions,8.2,"97,480.00",190,125
tt0015872,The Goose Woman,1925,12/27/1925,Drama,80,USA,English,Clarence Brown,Universal Pictures,6.9,151,6,3
tt0015881,Rapacità,1924,1/26/1925,"Drama, Thriller, Western",140,USA,English,Erich von Stroheim,Metro-Goldwyn Pictures Corporation,8.1,"8,898.00",88,50
tt0015883,Gribiche,1926,4/2/1926,Drama,113,France,French,Jacques Feyder,Films Albatros,6.9,225,2,7
tt0015909,Her Sister from Paris,1925,8/2/1925,Comedy,70,USA,English,Sidney Franklin,Joseph M. Schenck Productions,6.5,151,7,1
tt0015935,El húsar de la muerte,1925,11/24/1925,"Biography, Drama, History",65,Chile,Latin,Pedro Sienna,Film Andes S.A.,6.6,112,4,3
tt0016004,Il ventaglio di Lady Windermere,1925,4/8/1927,Comedy,120,USA,English,Ernst Lubitsch,Warner Bros.,7.3,978,17,11
tt0016005,Lady of the Night,1925,2/23/1925,"Drama, Romance",70,USA,English,Monta Bell,Metro-Goldwyn Pictures Corporation,6.6,544,19,4
tt0016006,The Lady,1925,2/8/1925,Drama,96,USA,Latin,Frank Borzage,Norma Talmadge Film Corporation,5,125,3,2
tt0016013,Lazybones,1925,11/6/1925,"Action, Comedy, Drama",80,USA,English,Frank Borzage,Fox Film Corporation,7.2,475,11,6
tt0016023,Lights of Old Broadway,1925,11/1/1925,"Drama, Romance",70,USA,English,Monta Bell,Cosmopolitan Productions,6,448,1,13
tt0016028,Little Annie Rooney,1925,10/18/1925,"Drama, Comedy",94,USA,Greek,William Beaudine,Mary Pickford Company,6.7,877,16,5
tt0016029,Il piccolo colonnello,1935,2/22/1935,"Comedy, Family, Musical",81,USA,English,David Butler,Fox Film Corporation,7.1,"1,420.00",21,5
tt0016039,Un mondo perduto,1925,6/22/1925,"Adventure, Fantasy, Thriller",110,USA,Latin,Harry O. Hoyt,First National Pictures,7,"4,513.00",84,64
tt0016104,La vedova allegra,1925,1/25/1926,"Drama, Romance",137,USA,Latin,Erich von Stroheim,An Erich von Stroheim Production,7.3,"2,126.00",16,19
tt0016123,The Monster,1925,3/16/1925,"Comedy, Horror, Mystery",86,USA,English,Roland West,Metro-Goldwyn Pictures Corporation,6.2,906,29,18
tt0016142,The Mystic,1925,9/27/1925,Drama,70,USA,English,Tod Browning,Metro-Goldwyn-Mayer (MGM),6.4,105,3,5
tt0016185,Orochi,1925,11/20/1925,"Action, Adventure",74,Japan,Japanese,Buntarô Futagawa,Bando Tsumasaburo Production,7.1,310,5,7
tt0016201,Parisian Love,1925,8/1/1925,"Crime, Drama, Romance",70,USA,English,Louis J. Gasnier,B.P. Schulberg Productions,6.2,205,10,3
tt0016205,Paths to Paradise,1925,6/29/1925,"Comedy, Crime, Romance",78,USA,English,Clarence G. Badger,Paramount Pictures,6.7,127,7,2
tt0016220,Il fantasma dell'opera,1925,11/15/1925,Horror,93,USA,Latin,"Rupert Julian, Lon Chaney",Universal Pictures,7.6,"16,255.00",152,99
tt0016226,The Plastic Age,1925,12/15/1925,"Comedy, Romance, Sport",73,USA,English,Wesley Ruggles,B.P. Schulberg Productions,6,269,11,2
tt0016230,Il labirinto delle passioni,1925,4/10/1905,"Drama, Romance",75,"UK, Germany",English,Alfred Hitchcock,Bavaria Film,6,"2,111.00",23,23
tt0016232,Poil de carotte,1925,2/26/1926,Drama,108,France,French,Julien Duvivier,Films A. Legrand,7,190,4,5
tt0016240,Prem Sanyas,1925,2/4/1926,Drama,97,"India, Germany",Latin,"Franz Osten, Himanshu Rai",Bombay Talkies Films,6.8,134,3,1
tt0016241,Pretty Ladies,1925,9/6/1925,"Comedy, Drama",74,USA,English,Monta Bell,Metro-Goldwyn Pictures Corporation,3.7,132,2,1
tt0016258,The Rag Man,1925,2/16/1925,"Drama, Comedy",68,USA,Yiddish,Edward F. Cline,Metro-Goldwyn Pictures Corporation,7.1,319,11,3
tt0016276,The Red Kimona,1925,11/16/1925,"Biography, Drama, Romance",77,USA,English,"Walter Lang, Dorothy Davenport",Mrs. Wallace Reid Productions,6.6,297,,5
tt0016288,Riders of the Purple Sage,1925,3/15/1925,"Action, Drama, Western",56,USA,English,Lynn Reynolds,Fox Film Corporation,6.4,170,6,3
tt0016294,The Road to Yesterday,1925,11/15/1925,"Drama, Fantasy, Romance",107,USA,English,Cecil B. DeMille,DeMille Pictures Corporation,6.8,126,7,1
tt0016308,Zingaresca,1925,8/2/1925,Comedy,104,USA,English,D.W. Griffith,Paramount Pictures,6.6,483,18,9
tt0016309,"Sally, Irene and Mary",1925,12/27/1925,"Comedy, Drama",58,USA,English,Edmund Goulding,Metro-Goldwyn-Mayer (MGM),3.8,132,3,3
tt0016310,The Salvation Hunters,1925,2/15/1925,Drama,70,USA,Latin,Josef von Sternberg,Academy Photoplays,6.7,322,7,10
tt0016332,Le sette probabilità,1925,5/27/1926,"Comedy, Romance",56,USA,English,Buster Keaton,Buster Keaton Productions,7.9,"8,943.00",55,53
tt0016338,She,1925,6/21/1925,"Adventure, Fantasy, Sci-Fi",98,"UK, Germany",English,"Leander De Cordova, G.B. Samuelson",A to X Productions,6.1,113,5,3
tt0016377,Soul-Fire,1925,5/31/1925,Drama,88,USA,English,John S. Robertson,Inspiration Pictures,4.1,112,3,13
tt0016392,Die Stadt ohne Juden,1924,5/5/1924,Drama,80,Austria,Latin,H.K. Breslauer,H. K. Breslauer-Film,6.4,219,7,11
tt0016394,Stage Struck,1925,11/16/1925,Comedy,70,USA,English,Allan Dwan,Paramount Pictures,6.5,,6,4
tt0016395,Stella Dallas,1925,11/16/1925,Drama,110,USA,English,Henry King,The Samuel Goldwyn Company,7.2,277,10,7
tt0016461,Tumbleweeds,1925,12/27/1925,Western,78,USA,English,"King Baggot, William S. Hart",William S. Hart Productions,6.5,538,20,7
tt0016473,Il trio infernale,1925,4/10/1905,"Crime, Drama, Romance",86,USA,English,Tod Browning,Metro-Goldwyn-Mayer (MGM),7.2,"1,613.00",35,22
tt0016480,The Vanishing American,1925,2/15/1926,Western,110,USA,English,George B. Seitz,Paramount Pictures,6.8,288,14,6
tt0016481,Varieté,1925,1/31/1926,"Crime, Drama, Romance",104,Germany,German,Ewald André Dupont,Universum Film (UFA),7.4,"1,022.00",13,19
tt0016491,Visages d'enfants,1925,4/8/1905,"Drama, Mystery, Romance",114,"Switzerland, France",French,Jacques Feyder,Mundus-Film,7.7,693,15,11
tt0016493,Il viaggio immaginario,1926,4/30/1926,"Comedy, Drama, Fantasy",80,France,French,René Clair,Georges Loureau,6.7,152,2,3
tt0016544,Il mago di Oz,1925,1/27/1925,"Comedy, Family, Fantasy",81,USA,Latin,Larry Semon,Chadwick Pictures Corporation,5.1,"1,395.00",48,18
tt0016545,Wolfblood,1925,7/16/1925,"Adventure, Drama, Romance",68,USA,English,"George Chesebro, Bruce Mitchell",Ryan Brothers Productions,5.8,242,12,11
tt0016548,A Woman of the World,1925,12/28/1925,"Comedy, Drama",70,USA,Latin,Malcolm St. Clair,Paramount Pictures,6.9,123,7,1
tt0016559,Zakroyshchik iz Torzhka,1925,10/27/1925,Comedy,65,Soviet Union,Latin,Yakov Protazanov,Mezhrabpom-Rus,6.8,111,1,1
tt0016560,Zander the Great,1925,5/2/1925,"Action, Comedy, Drama",80,USA,English,George W. Hill,Cosmopolitan Productions,5.4,609,3,2
tt0016563,L'erede dei Grishus,1925,6/1/1929,Drama,110,Germany,Latin,Arthur von Gerlach,Universum Film (UFA),6.6,123,2,3
tt0016627,Bardelys il magnifico,1926,9/30/1926,"Drama, Romance",90,USA,English,King Vidor,Metro-Goldwyn-Mayer (MGM),7,"1,050.00",17,15
tt0016629,The Bat,1926,3/21/1926,"Mystery, Thriller",86,USA,English,Roland West,Roland West Productions,6.5,678,29,16
tt0016630,Se perdo la pazienza...,1926,3/30/1927,"Action, Comedy, Romance",77,USA,English,Buster Keaton,Buster Keaton Productions,7,"2,820.00",23,27
tt0016634,Beau Geste,1926,8/25/1926,"Action, Adventure, Drama",101,USA,English,Herbert Brenon,Paramount Pictures,7,338,11,3
tt0016640,The Bells,1926,7/30/1926,"Crime, Drama, Horror",68,USA,English,James Young,Chadwick Pictures Corporation,6.5,354,15,10
tt0016643,The Better 'Ole,1926,10/23/1926,"Comedy, War, Drama",95,USA,English,Charles Reisner,Warner Bros.,6.3,217,9,1
tt0016646,Beverly of Graustark,1926,4/19/1926,"Comedy, Romance",70,USA,English,Sidney Franklin,Cosmopolitan Productions,5.9,451,3,13
tt0016654,Il pirata nero,1926,3/8/1926,"Adventure, Action",88,USA,Latin,Albert Parker,Elton Corporation,7.1,"1,656.00",34,26
tt0016655,Il corvo,1926,4/10/1905,"Crime, Drama, Romance",86,USA,English,Tod Browning,Metro-Goldwyn-Mayer (MGM),6.8,618,18,7
tt0016664,L'aquila azzurra,1926,9/12/1926,"Action, Drama",58,USA,English,John Ford,Fox Film Corporation,5.5,139,5,2
