Imdb Title Id,Title,Year of Release,Date Published,Genre,Duration(min),Country,Language,Director,Production Company,Average Vote,Votes,User Reviews,Critic Reviews
tt0016669,La Bohème,1926,3/13/1926,"Drama, Romance",95,USA,Latin,King Vidor,Metro-Goldwyn-Mayer (MGM),7.3,"1,427.00",23,5
tt0016672,The Boob,1926,5/17/1926,"Comedy, Romance",64,USA,English,William A. Wellman,Metro-Goldwyn-Mayer (MGM),5,438,13,3
tt0016690,Brown of Harvard,1926,5/2/1926,"Action, Drama, Romance",85,USA,English,Jack Conway,Metro-Goldwyn-Mayer (MGM),6.2,"1,402.00",12,3
tt0016691,Brudeferden i Hardanger,1926,12/26/1926,"Drama, Romance",104,Norway,Latin,Rasmus Breistein,Paramount Pictures,6.6,117,1,2
tt0016762,Dancing Mothers,1926,3/1/1926,Drama,66,USA,English,Herbert Brenon,Paramount Pictures,6.6,142,13,4
tt0016804,Don Juan,1926,2/19/1927,"Adventure, Romance",110,USA,English,Alan Crosland,Warner Bros.,7,728,26,15
tt0016822,Ella Cinders,1926,6/6/1926,"Comedy, Romance",75,USA,English,Alfred E. Green,John McCormick Productions,6.7,888,14,7
tt0016827,Eve's Leaves,1926,6/13/1926,"Comedy, Romance",75,USA,English,Paul Sloane,DeMille Pictures Corporation,4.6,120,2,1
tt0016832,Exit Smiling,1926,11/14/1926,"Comedy, Romance",77,USA,English,Sam Taylor,Metro-Goldwyn-Mayer (MGM),6.9,399,15,4
tt0016847,Faust,1926,1/31/1927,"Drama, Fantasy, Horror",107,Germany,German,F.W. Murnau,Universum Film (UFA),8.1,"13,588.00",65,54
tt0016854,Le disgrazie di adamo,1926,8/22/1926,Comedy,70,USA,English,Howard Hawks,Fox Film Corporation,6.4,208,9,3
tt0016871,Fine Manners,1926,8/29/1926,Comedy,70,USA,Latin,"Richard Rosson, Lewis Milestone",Paramount Pictures,5.8,770,5,3
tt0016884,La carne e il diavolo,1926,12/25/1926,"Drama, Romance",112,USA,Latin,Clarence Brown,Metro-Goldwyn-Mayer (MGM),7.6,"3,901.00",39,28
tt0016895,Il re degli straccioni,1926,4/5/1926,"Action, Comedy, Romance",58,USA,English,Sam Taylor,The Harold Lloyd Corporation,7.5,"1,401.00",17,12
tt0016914,Geheimnisse einer Seele,1926,4/11/1927,Drama,97,Germany,German,Georg Wilhelm Pabst,Neumann-Filmproduktion,6.9,632,11,18
tt0016939,The Great K & A Train Robbery,1926,10/17/1926,Western,53,USA,English,Lewis Seiler,Lew Seiler Productions,6.3,270,9,2
tt0016947,Hands Up!,1926,1/11/1926,"Action, Comedy, War",60,USA,English,Clarence G. Badger,Paramount Pictures,6.6,213,9,3
tt0016953,La montagna dell'amore,1926,11/1/1926,Drama,100,Germany,German,Arnold Fanck,Berg- und Sportfilm,6.7,675,17,17
tt0016971,His First Flame,1927,5/3/1927,Comedy,48,USA,English,Harry Edwards,Mack Sennett Comedies,6,127,5,4
tt0017004,It's the Old Army Game,1926,7/11/1926,"Adventure, Comedy, Romance",70,USA,English,A. Edward Sutherland,Paramount Pictures,6.4,245,10,4
tt0017028,Kid Boots,1926,10/4/1926,"Comedy, Romance",77,USA,English,Frank Tuttle,Famous Players-Lasky Corporation,6.9,130,8,2
tt0017029,Kiki,1926,4/4/1926,Comedy,108,USA,English,Clarence Brown,Norma Talmadge Film Corporation,6.7,399,12,2
tt0017048,Una pagina di follia,1926,9/24/1926,"Drama, Thriller",70,Japan,Japanese,Teinosuke Kinugasa,Kinugasa Productions,7.4,"2,758.00",30,27
tt0017075,Il pensionante,1927,2/14/1927,"Crime, Drama, Mystery",68,UK,Latin,Alfred Hitchcock,Gainsborough Pictures,7.3,"10,024.00",102,87
tt0017082,Love 'Em and Leave 'Em,1926,3/19/1926,"Comedy, Drama, Romance",76,USA,Japanese,Frank Tuttle,Famous Players-Lasky Corporation,6.3,200,5,1
tt0017096,Maciste all'inferno,1925,3/31/1926,"Action, Drama, Fantasy",95,Italy,Italian,Guido Brignone,Fert Studios,6.7,430,11,19
tt0017103,The Magician,1926,10/24/1926,"Drama, Fantasy, Horror",83,USA,English,Rex Ingram,Metro-Goldwyn Pictures Corporation,6.7,545,18,11
tt0017119,Mantrap,1926,7/24/1926,Comedy,86,USA,English,Victor Fleming,Paramount Pictures,6.8,309,13,6
tt0017120,Mare Nostrum,1926,4/3/1927,"Drama, War",102,USA,English,Rex Ingram,Metro-Goldwyn Pictures Corporation,6.8,,11,4
tt0017128,La madre,1926,10/11/1926,Drama,89,Soviet Union,Japanese,Vsevolod Pudovkin,Mezhrabpom-Rus,7.5,"2,442.00",13,13
tt0017136,Metropolis,1927,10/1/1928,"Drama, Sci-Fi",153,Germany,German,Fritz Lang,Universum Film (UFA),8.3,"156,076.00",495,208
tt0017159,Miss Mend,1926,10/26/1926,"Adventure, Comedy, Crime",250,Soviet Union,Russian,"Boris Barnet, Fyodor Otsep",Mezhrabpom-Rus,6.8,263,8,10
tt0017184,My Lady of Whims,1925,12/1/1925,Comedy,59,USA,English,Dallas M. Fitzgerald,Dallas M. Fitzgerald Productions,5.7,101,4,1
tt0017195,Namus,1925,4/8/1905,Drama,62,Soviet Union,Sign Languages,Amo Bek-Nazaryan,Armenkino,7,109,2,1
tt0017196,Nanà,1926,6/25/1926,"Drama, Romance",150,France,French,Jean Renoir,Les Films Jean Renoir,6.8,682,10,10
tt0017198,Nell Gwyn,1926,1/3/1927,"Biography, Drama, History",80,UK,English,Herbert Wilcox,British National Films,5.2,227,2,1
tt0017226,Old Ironsides,1926,12/6/1926,"Drama, History",111,USA,Japanese,James Cruze,Paramount Pictures,6.7,185,5,4
tt0017271,Secondo la legge,1926,12/3/1926,Drama,80,Soviet Union,Russian,Lev Kuleshov,Goskino,7.7,919,10,15
tt0017293,Protsess o tryokh millionakh,1926,8/23/1926,Comedy,66,Soviet Union,Japanese,Yakov Protazanov,Mezhrabpom-Rus,7.1,127,3,1
tt0017329,The Road to Mandalay,1926,6/28/1926,Drama,70,USA,English,Tod Browning,Metro-Goldwyn-Mayer (MGM),6.6,150,4,5
tt0017338,Der Rosenkavalier,1925,1/10/1926,Comedy,105,Austria,German,Robert Wiene,Pan-Film,6,103,1,2
tt0017350,La lettera rossa,1926,1/8/1927,Drama,115,USA,English,Victor Sjöström,Metro-Goldwyn-Mayer (MGM),7.7,"1,542.00",29,13
tt0017354,Il mostro del mare,1926,1/15/1926,"Action, Adventure, Fantasy",136,USA,English,Millard Webb,Warner Bros.,6.5,136,6,3
tt0017374,La corsa a ostacoli di Shamrock,1926,5/2/1926,"Romance, Drama",66,USA,English,John Ford,Fox Film Corporation,5.8,126,3,3
tt0017378,Shinel,1926,5/10/1926,Drama,84,Soviet Union,Japanese,"Grigoriy Kozintsev, Leonid Trauberg",Leningradkino,6.7,283,2,2
tt0017382,The Show-Off,1926,8/16/1926,"Comedy, Drama",82,USA,English,Malcolm St. Clair,Paramount Pictures,6.8,245,10,3
tt0017409,La vita è un charleston,1926,7/31/1926,Comedy,80,USA,English,Ernst Lubitsch,Warner Bros.,7,317,6,6
tt0017410,So's Your Old Man,1926,10/25/1926,Comedy,67,USA,English,Gregory La Cava,Paramount Pictures,6.2,167,4,5
tt0017416,Il figlio dello sceicco,1926,9/5/1926,"Adventure, Drama, Romance",68,USA,English,George Fitzmaurice,Feature Productions,6.6,"1,788.00",24,22
tt0017419,The Sorrows of Satan,1926,10/12/1926,"Drama, Romance",90,USA,English,D.W. Griffith,D.W. Griffith Productions,6.2,206,7,4
tt0017423,Passerotti,1926,4/9/1905,Drama,109,USA,English,"William Beaudine, Tom McNamara",Pickford Corporation,7.3,"1,148.00",33,24
tt0017437,La grande sparata,1926,9/19/1926,Comedy,75,USA,English,Frank Capra,Harry Langdon Corporation,6.7,766,18,17
tt0017438,Der Student von Prag,1926,12/26/1926,"Drama, Horror",110,Germany,German,Henrik Galeen,Sokal-Film GmbH,6.9,573,12,8
tt0017448,Tartufo,1925,4/10/1905,Drama,74,Germany,German,F.W. Murnau,Universum Film (UFA),7.1,"1,945.00",16,30
tt0017449,La tentatrice,1926,10/3/1926,"Drama, Romance",62,USA,English,"Fred Niblo, Mauritz Stiller",Metro-Goldwyn-Mayer (MGM),6.9,"1,066.00",26,11
tt0017463,I tre furfanti,1926,8/28/1926,"Romance, Western",92,USA,English,John Ford,Fox Film Corporation,7.5,"1,010.00",18,22
tt0017480,Torrent,1926,2/8/1926,"Drama, Romance",88,USA,English,Monta Bell,Cosmopolitan Productions,6.9,691,10,8
tt0017483,Di corsa dietro un cuore,1926,3/21/1926,"Adventure, Comedy, Romance",62,USA,English,Harry Edwards,Harry Langdon Corporation,6.1,604,15,19
tt0017519,The Volga Boatman,1926,5/23/1926,"Drama, Romance",120,USA,English,Cecil B. DeMille,DeMille Pictures Corporation,6.6,122,10,6
tt0017534,L'allievo di West Point,1927,4/12/1905,"Drama, Romance, Sport",95,USA,Japanese,Edward Sedgwick,Metro-Goldwyn-Mayer (MGM),6.4,"1,722.00",15,5
tt0017540,Gloria,1926,11/23/1926,"Comedy, Drama, War",116,USA,Japanese,Raoul Walsh,Fox Film Corporation,6.8,347,8,7
tt0017567,Fiore del deserto,1926,10/14/1926,"Drama, Romance, Western",89,USA,Spanish,Henry King,The Samuel Goldwyn Company,7,690,15,6
tt0017619,Almost Human,1927,12/26/1927,"Drama, Romance",60,USA,English,Frank Urson,DeMille Pictures Corporation,7.5,339,13,13
tt0017621,La mandragora,1928,1/25/1928,"Drama, Fantasy, Horror",108,Germany,German,Henrik Galeen,Ama-Film GmbH,6.2,285,8,8
tt0017632,Annie Laurie,1927,5/11/1927,"Drama, Romance",90,USA,English,John S. Robertson,Metro-Goldwyn-Mayer (MGM),5.9,355,5,1
tt0017653,Baby ryazanskie,1927,12/13/1927,Drama,67,Soviet Union,Japanese,"Ivan Pravov, Olga Preobrazhenskaya",Sovkino,7.1,196,3,1
tt0017662,Barbed Wire,1927,9/10/1927,"Drama, Romance, War",67,USA,Japanese,"Rowland V. Lee, Mauritz Stiller",Paramount Pictures,7,186,5,3
tt0017667,The Beloved Rogue,1927,3/12/1927,"Adventure, Drama, History",99,USA,English,Alan Crosland,Feature Productions,6.9,701,14,6
tt0017726,Café Elektric,1927,11/25/1927,Drama,91,Austria,German,Gustav Ucicky,Sascha-Film,6.4,106,4,1
tt0017735,Captain Salvation,1927,5/14/1927,"Drama, Romance",87,USA,English,John S. Robertson,Metro-Goldwyn-Mayer (MGM),6.8,228,14,5
tt0017736,Casanova,1927,4/10/1905,"Biography, Drama",132,"France, Germany",French,Alexandre Volkoff,Ciné-Alliance,6.8,171,4,2
tt0017739,Il castello degli spettri,1927,7/15/1929,"Comedy, Horror, Mystery",108,USA,English,Paul Leni,Universal Pictures,7.1,"2,654.00",53,57
tt0017750,Chicago,1927,12/23/1927,"Comedy, Crime, Drama",118,USA,English,Frank Urson,DeMille Pictures Corporation,7.1,374,13,14
tt0017751,I figli del divorzio,1927,4/25/1927,"Drama, Romance",70,USA,Japanese,"Frank Lloyd, Josef von Sternberg",Famous Players-Lasky Corporation,6.6,213,10,8
tt0017765,Tuo per sempre,1927,11/1/1927,"Comedy, Drama, Sport",66,USA,English,"James W. Horne, Buster Keaton",Joseph M. Schenck Productions,7.1,"4,268.00",37,52
tt0017809,La ragazza con la cappelliera,1927,4/19/1927,"Comedy, Drama, Romance",60,Soviet Union,Japanese,Boris Barnet,Mezhrabpom-Rus,7.2,599,10,8
tt0017825,Il declino,1927,10/24/1927,"Adventure, Drama, Thriller",80,UK,English,Alfred Hitchcock,Gainsborough Pictures,6.1,"2,082.00",28,30
tt0017832,L'atleta innamorato,1927,9/25/1927,"Drama, Sport",62,USA,English,Millard Webb,First National Pictures,4.8,206,7,2
tt0017843,Fragile virtù,1927,3/5/1928,"Romance, Thriller",80,UK,English,Alfred Hitchcock,Gainsborough Pictures,5.7,"2,465.00",39,34
tt0017860,The Fair Co-Ed,1927,10/23/1927,Comedy,71,USA,English,Sam Wood,Cosmopolitan Productions,5.6,710,4,1
tt0017886,The First Auto,1927,9/18/1927,"Comedy, Drama",75,USA,English,Roy Del Ruth,Warner Bros.,6.4,193,12,4
tt0017918,The Gaucho,1927,1/23/1928,"Adventure, Romance",115,USA,English,F. Richard Jones,Elton Corporation,6.9,284,12,10
tt0017925,Come vinsi la guerra,1926,3/30/1927,"Action, Adventure, Comedy",67,USA,English,"Clyde Bruckman, Buster Keaton",Buster Keaton Productions,8.1,"78,769.00",288,117
tt0017928,Get Your Man,1927,12/7/1927,"Comedy, Romance",63,USA,English,Dorothy Arzner,Paramount Famous Lasky Corporation,6.7,162,8,3
tt0017938,La glace à trois faces,1983,3/13/1983,"Drama, Romance",45,France,French,Jean Epstein,Films Jean Epstein,7,759,7,4
tt0017961,La Felicità,1935,3/15/1935,"Comedy, Drama",95,Soviet Union,Japanese,Aleksandr Medvedkin,Vostokfilm,7.4,919,5,11
tt0017998,Hindle Wakes,1927,9/12/1927,"Drama, Romance",120,UK,English,Maurice Elvey,Gaumont British Picture Corporation,7.1,237,11,7
tt0018014,Hotel Imperial,1927,1/1/1927,"Drama, War",85,USA,Japanese,Mauritz Stiller,Paramount Pictures,6.6,210,9,7
tt0018016,Hula,1927,8/28/1927,"Drama, Romance",64,USA,English,Victor Fleming,Paramount Pictures,6.4,,7,3
tt0018033,Cosetta,1927,2/15/1927,"Comedy, Romance",72,USA,Japanese,"Clarence G. Badger, Josef von Sternberg",Paramount Pictures,7.3,"2,912.00",65,24
tt0018037,Il cantante di jazz,1927,2/4/1928,"Drama, Music, Musical",88,USA,English,Alan Crosland,Warner Bros.,6.5,"8,866.00",104,63
tt0018045,Le joueur d'échecs,1927,7/20/1927,"Drama, Fantasy, War",135,France,French,Raymond Bernard,Société des Films Historiques,6.8,263,6,12
tt0018051,Il fratello minore,1927,1/17/1927,"Comedy, Drama, Family",82,USA,English,"Ted Wilde, Harold Lloyd",The Harold Lloyd Corporation (II),7.6,"3,747.00",30,25
tt0018054,Il re dei re,1927,6/26/1905,"Biography, Drama, History",160,USA,English,Cecil B. DeMille,DeMille Pictures Corporation,7.2,"1,890.00",48,24
tt0018066,La fine di San Pietroburgo,1927,4/29/1969,Drama,85,Soviet Union,Japanese,"Vsevolod Pudovkin, Mikhail Doller",Mezhrabpom-Rus,7.3,"1,494.00",17,13
tt0018087,Il Giglio nelle tenebre,1927,1/30/1928,"Drama, Romance",104,Germany,German,Georg Wilhelm Pabst,Universum Film (UFA),7.3,660,10,11
tt0018097,Il fantasma del castello,1927,12/11/1928,Horror,69,USA,Japanese,Tod Browning,Metro-Goldwyn-Mayer (MGM),6.8,"1,161.00",23,21
tt0018102,Le sue ultime mutandine,1927,3/26/1927,Comedy,60,USA,English,Frank Capra,Harry Langdon Corporation,6.3,431,14,14
tt0018107,Anna Karenina,1927,1/2/1928,"Drama, Romance",82,USA,Japanese,"Edmund Goulding, John Gilbert",Metro-Goldwyn-Mayer (MGM),6.9,885,18,10
tt0018113,The Love of Sunya,1927,3/11/1927,Drama,78,USA,Japanese,Albert Parker,Gloria Swanson Pictures,6.1,764,6,4
tt0018138,"Man, Woman and Sin",1927,11/19/1927,Drama,70,USA,English,Monta Bell,Metro-Goldwyn-Mayer (MGM),5.9,356,3,1
tt0018166,Mockery,1927,8/13/1927,"Drama, Romance",75,USA,English,Benjamin Christensen,Metro-Goldwyn-Mayer (MGM),6.7,390,17,4
tt0018179,Mr. Wu,1927,3/26/1927,"Drama, Romance",91,USA,Mandarin,William Nigh,Metro-Goldwyn-Mayer (MGM),6.4,525,19,3
tt0018183,My Best Girl,1927,10/31/1927,"Comedy, Romance",80,USA,English,Sam Taylor,Mary Pickford Company,7.4,787,22,12
tt0018192,Napoleone,1927,4/7/1927,"Biography, Drama, History",240,France,Japanese,Abel Gance,Ciné France,8.1,"6,864.00",66,44
tt0018217,Ottobre!,1927,9/24/1928,"Drama, History",142,Soviet Union,Russian,"Grigoriy Aleksandrov, Sergei M. Eisenstein",Sovkino,7.5,"6,877.00",50,23
tt0018218,Il re del sottosuolo,1927,9/4/1927,"Drama, History, Romance",88,USA,English,Alan Crosland,Warner Bros.,6.4,316,17,6
tt0018235,Il mio cuore aveva ragione,1927,3/6/1927,"Comedy, Romance",70,USA,English,Alfred Santell,John McCormick Productions,6.8,119,7,13
tt0018247,Passione di principe,1927,7/23/1927,"Comedy, Romance",76,USA,Russian,Howard Hawks,Fox Film Corporation,6.3,110,2,5
tt0018253,Ferro e fuoco,1927,9/1/1927,"Drama, Romance, Sport",150,USA,English,Alfred Santell,First National Pictures,5.8,468,4,2
tt0018268,Potseluy Meri Pikford,1927,9/9/1927,Comedy,56,Soviet Union,Russian,Sergey Komarov,Mezhrabpom-Rus,6.3,103,3,1
tt0018297,Quality Street,1927,11/1/1927,"Comedy, Drama, Romance",115,USA,Russian,Sidney Franklin,Cosmopolitan Productions,6.4,733,6,
tt0018311,The Red Mill,1927,1/29/1927,"Comedy, Romance",74,USA,English,Roscoe 'Fatty' Arbuckle,Cosmopolitan Productions,6.6,"1,342.00",18,3
tt0018328,Vinci per me!,1927,10/1/1927,"Drama, Romance, Sport",116,UK,Russian,Alfred Hitchcock,British International Pictures (BIP),6.2,"3,088.00",46,34
tt0018351,Running Wild,1927,6/11/1927,Comedy,68,USA,English,Gregory La Cava,Paramount Pictures,7,,7,7
tt0018362,The Scar of Shame,1927,4/10/1905,"Crime, Drama, Romance",68,USA,Russian,Frank Peregini,Colored Players Film Corporation,6.2,327,16,1
tt0018379,Settimo cielo,1927,1/30/1928,"Drama, Romance",110,USA,English,Frank Borzage,Frank Borzage Production,7.6,"3,098.00",32,34
tt0018389,A Ship Comes In,1928,1/4/1928,Drama,70,USA,Russian,William K. Howard,DeMille Pictures Corporation,5.6,141,3,13
tt0018392,Shooting Stars,1928,2/1/1928,"Drama, Romance",80,UK,English,"Anthony Asquith, A.V. Bramble",British Instructional Films (BIF),7.1,352,7,14
tt0018397,The Show,1927,1/22/1927,"Crime, Drama",76,USA,English,Tod Browning,Metro-Goldwyn-Mayer (MGM),6.9,498,15,9
tt0018413,"Slide, Kelly, Slide",1927,3/12/1927,"Comedy, Sport",80,USA,English,Edward Sedgwick,Metro-Goldwyn-Mayer (MGM),4,481,2,13
tt0018440,Spring Fever,1927,10/22/1927,Comedy,78,USA,English,Edward Sedgwick,Metro-Goldwyn-Mayer (MGM),6,884,13,4
tt0018451,Il principe studente,1927,11/7/1928,"Drama, Romance",106,USA,English,"Ernst Lubitsch, John M. Stahl",Metro-Goldwyn-Mayer (MGM),7.6,"1,335.00",28,11
tt0018453,Sumka dipkuryera,1927,4/10/1905,Thriller,50,Soviet Union,Russian,Aleksandr Dovzhenko,Vseukrainske Foto Kino Upravlinnia (VUFKU),6.3,103,2,13
tt0018455,Aurora,1927,3/31/1928,"Drama, Romance",94,USA,English,F.W. Murnau,Fox Film Corporation,8.1,"46,069.00",250,186
tt0018464,Tarzan and the Golden Lion,1927,3/20/1927,"Action, Adventure",57,USA,English,J.P. McGowan,Robertson-Cole Pictures Corporation,5.5,126,6,4
tt0018471,Tell It to the Marines,1926,1/29/1927,"Comedy, Drama, Romance",103,USA,English,George W. Hill,Metro-Goldwyn-Mayer (MGM),6.9,"1,422.00",29,5
tt0018484,Three's a Crowd,1927,8/28/1927,"Comedy, Drama",60,USA,English,Harry Langdon,Harry Langdon Corporation,6.1,105,10,6
tt0018487,Tillie the Toiler,1927,6/5/1927,"Comedy, Drama",70,USA,English,Hobart Henley,Cosmopolitan Productions,5.8,465,2,2
tt0018505,Tretya meshchanskaya,1927,4/10/1905,"Comedy, Drama",86,Soviet Union,Russian,Abram Room,Sovkino,7.4,"1,034.00",9,9
tt0018513,Twelve Miles Out,1927,7/9/1927,Drama,85,USA,English,Jack Conway,Metro-Goldwyn-Mayer (MGM),5.2,551,2,1
tt0018515,Notte d'Arabia,1927,9/23/1927,"Adventure, Comedy, Romance",92,USA,English,Lewis Milestone,The Caddo Company,6.7,888,27,6
tt0018523,Un cappello di paglia di Firenze,1928,1/13/1928,Comedy,108,"France, Germany",French,René Clair,Films Albatros,6.8,761,11,7
tt0018524,Uncle Tom's Cabin,1927,9/2/1928,"Drama, History",144,USA,English,Harry A. Pollard,Universal Pictures,6.7,379,22,6
tt0018526,Le notti di Chicago,1927,10/29/1927,"Crime, Drama, Film-Noir",80,USA,English,"Josef von Sternberg, Arthur Rosson",Paramount Pictures,7.6,"2,545.00",,50
tt0018528,Lo sconosciuto,1927,4/9/1928,"Drama, Horror, Romance",63,USA,English,Tod Browning,Metro-Goldwyn-Mayer (MGM),7.8,"6,992.00",109,53
tt0018530,Controcorrente,1927,1/30/1927,"Comedy, Drama",60,USA,English,John Ford,Fox Film Corporation,6.2,248,8,13
tt0018566,When a Man Loves,1927,8/21/1927,"History, Romance",111,USA,English,Alan Crosland,Warner Bros.,6.8,308,14,3
tt0018578,Ali,1927,1/5/1929,"Drama, Romance, War",144,USA,English,"William A. Wellman, Harry d'Abbadie d'Arrast",Paramount Famous Lasky Corporation,7.5,"11,139.00",95,92
tt0018579,Winners of the Wilderness,1927,1/15/1927,"Drama, History, War",68,USA,English,W.S. Van Dyke,Metro-Goldwyn-Mayer (MGM),3.1,105,2,1
tt0018588,Enigma,1929,4/29/1929,Drama,76,Germany,German,Curtis Bernhardt,Terra-Filmkunst,6.7,200,6,5
tt0018600,Xi xiang ji,1927,9/8/1927,"Drama, Romance",49,"China, Hong Kong",Mandarin,"Minwei Li, Hou Yao",Minxin Film Company,6.3,106,5,3
tt0018615,Crisi,1928,3/18/1929,"Drama, Romance",107,Germany,German,Georg Wilhelm Pabst,Deutsche Universal-Film,7,291,8,2
tt0018618,Amore e mare,1928,4/7/1928,"Drama, Romance",85,USA,English,William Nigh,Metro-Goldwyn-Mayer (MGM),6,948,18,4
tt0018678,La battaglia dei sessi,1928,4/11/1905,Comedy,88,USA,English,D.W. Griffith,Feature Productions,6.5,395,12,5
tt0018684,I mendicanti della vita,1928,9/22/1928,"Adventure, Drama",100,USA,English,William A. Wellman,Paramount Famous Lasky Corporation,7.5,945,24,17
tt0018722,Bringing Up Father,1928,3/17/1928,Comedy,70,USA,Russian,Jack Conway,Metro-Goldwyn-Mayer (MGM),4.9,134,3,1
tt0018737,Il vaso di Pandora,1929,2/22/1930,"Crime, Drama, Romance",109,Germany,German,Georg Wilhelm Pabst,Nero-Film AG,7.9,"9,541.00",90,85
tt0018742,Il cameraman,1928,12/19/1970,"Comedy, Drama, Family",76,USA,English,"Edward Sedgwick, Buster Keaton",Metro-Goldwyn-Mayer (MGM),8.1,"10,101.00",61,49
tt0018749,Il fidanzato di cartone,1928,9/2/1928,"Comedy, Romance",50,USA,English,Robert Z. Leonard,Cosmopolitan Productions,6.2,810,7,2
tt0018756,Tabarin di lusso,1928,8/20/1928,Comedy,86,UK,English,Alfred Hitchcock,British International Pictures (BIP),5.6,"1,968.00",37,
tt0018770,La caduta della casa Usher,1928,10/5/1928,Horror,63,France,Russian,Jean Epstein,Films Jean Epstein,7.3,"3,369.00",26,39
tt0018773,Il circo,1928,10/1/1928,"Comedy, Romance",72,USA,English,Charles Chaplin,Charles Chaplin Productions,8.1,"27,414.00",327,65
tt0018795,I cosacchi,1928,6/23/1928,Drama,92,USA,English,"George W. Hill, Clarence Brown",Metro-Goldwyn-Mayer (MGM),6.5,614,11,7
tt0018826,I due timidi,1928,3/1/1929,Comedy,87,France,French,René Clair,Films Albatros,6.8,149,1,2
tt0018836,La donna divina,1928,12/5/1928,"Drama, Romance",80,USA,Russian,Victor Sjöström,Metro-Goldwyn-Mayer (MGM),6.7,336,5,4
tt0018839,I dannati dell'oceano,1928,9/29/1928,"Crime, Drama, Film-Noir",76,USA,English,Josef von Sternberg,Paramount Pictures,7.5,"3,860.00",34,51
tt0018841,La casa sulla Trubnaja,1928,8/31/1928,Comedy,64,Soviet Union,Russian,Boris Barnet,Mezhrabpomfilm,7.3,561,3,5
tt0018862,Eliso,1928,11/11/1929,"Drama, Romance, War",90,Soviet Union,Sign Languages,Nikoloz Shengelaia,Georgian-Film,6.9,121,1,2
tt0018876,La moglie del fattore,1928,3/2/1928,"Comedy, Drama, Romance",100,UK,English,Alfred Hitchcock,British International Pictures (BIP),5.9,"2,434.00",45,22
tt0018879,Oasi dell'amore,1928,6/4/1928,"Drama, Romance",88,USA,Russian,Howard Hawks,Fox Film Corporation,5.9,151,2,3
tt0018882,Tastatemi il polso,1928,2/26/1928,Comedy,63,USA,Russian,Gregory La Cava,Paramount Pictures,7,152,10,4
tt0018907,I quattro diavoli,1928,10/11/1929,Drama,100,USA,English,F.W. Murnau,Fox Film Corporation,6.3,134,2,6
tt0018908,The Four Feathers,1929,6/1/1929,"Adventure, Drama, Romance",81,USA,English,"Merian C. Cooper, Lothar Mendes",Paramount Pictures,6.9,261,8,5
tt0018909,L'ultima gioia,1928,2/13/1928,"Drama, War",100,USA,English,John Ford,Fox Film Corporation,7.1,623,17,8
tt0018910,Quattro mura,1928,8/11/1928,Drama,60,USA,Russian,William Nigh,Metro-Goldwyn-Mayer (MGM),3.9,307,3,1
tt0018927,Eden palace,1928,2/4/1928,"Comedy, Drama",79,USA,English,Lewis Milestone,Feature Productions,6.8,341,10,11
tt0018935,Sesso Incatenato,1928,4/15/1905,Drama,107,Germany,German,William Dieterle,Essem-Film GmbH,6.7,,5,5
tt0018937,Capitan Barbablù,1928,2/26/1928,"Action, Adventure, Comedy",78,USA,Russian,Howard Hawks,Fox Film Corporation,6.6,630,8,23
tt0018972,La casa del boia,1928,7/2/1929,"Drama, Romance, Thriller",80,USA,Russian,John Ford,Fox Film Corporation,6.6,394,8,8
tt0018990,Heimkehr,1928,10/8/1928,"Drama, Romance, War",78,Germany,German,Joe May,Universum Film (UFA),6.9,154,4,3
tt0018996,High Treason,1929,3/25/1929,Sci-Fi,95,UK,English,Maurice Elvey,Gaumont British Picture Corporation,6,116,8,12
tt0019043,Jûjiro,1928,5/11/1928,Drama,81,Japan,Japanese,Teinosuke Kinugasa,Kinugasa Eiga Renmei,7.1,305,3,8
tt0019067,L'avventuriera,1928,12/1/1928,"Comedy, Drama, Romance",78,USA,English,Robert Z. Leonard,Metro-Goldwyn-Mayer (MGM),6.9,402,13,3
tt0019071,Crepuscolo di gloria,1928,10/1/1928,"Drama, History, Romance",88,USA,English,Josef von Sternberg,Paramount Pictures,8,"3,282.00",40,43
tt0019074,Ridi pagliaccio,1928,4/14/1928,Drama,73,USA,Russian,Herbert Brenon,Metro-Goldwyn-Mayer (MGM),7.6,"1,684.00",47,12
tt0019096,Lights of New York,1928,7/18/1928,"Crime, Drama, Music",57,USA,English,Bryan Foy,Warner Bros.,5.7,735,20,6
tt0019098,Le sette aquile,1928,10/18/1928,"Drama, Romance, War",80,USA,Russian,"George Fitzmaurice, Frank Lloyd",First National Pictures,6.1,636,7,2
tt0019109,Primo amore,1928,6/11/1929,"Comedy, Drama, Romance",69,USA,English,Pál Fejös,Universal Pictures,7.8,"1,982.00",18,36
tt0019127,Maldone,1928,9/14/1928,Drama,102,France,Russian,Jean Grémillon,La Société des Films Charles Dullin,6.8,174,,2
tt0019130,L'uomo che ride,1928,2/1/1929,"Drama, Horror, Mystery",110,USA,English,Paul Leni,Universal Pictures,7.7,"5,711.00",66,40
tt0019151,Il teatro di Minnie,1928,3/14/1928,"Comedy, Romance",66,USA,English,Frank Capra,Columbia Pictures,6.8,510,15,7
tt0019152,The Mating Call,1928,7/21/1928,Drama,72,USA,English,James Cruze,The Caddo Company,6.8,343,25,4
tt0019182,La canzone della mamma,1927,12/19/1927,Drama,75,USA,Russian,John Ford,Fox Film Corporation,5.3,116,1,3
